data_uro,klub,glosy_cnt,lista,okreg,staz,tytul,szkola,wybrany,wyksztalcenie,zawod,nazwisko,kadencje_cnt
03-05-41,Ko?o Poselskie Wolni i Solidarni,26101,Kukiz'15,3  Wroc?aw,brak, doktor,"Uniwersytet Wroc?awski, Wydzia? Matematyczno-Fizyczno-Chemiczny, Fizyka - magister (1963)",25-10-15,wy?sze,fizyk,Kornel Morawiecki,0
23-05-64,Klub Poselski Kukiz'15,7781,Kukiz'15,17  Radom,brak,,"Politechnika ?ódzka, Wydzia? Budownictwa, Architektury i In?ynierii ?rodowiska, Architektura i urbanistyka - magister in?ynier architekt (2007)",25-10-15,wy?sze,architekt urbanista,Robert Mordak,0
19-12-56,Klub Parlamentarny Prawo i Sprawiedliwo??,7247,Prawo i Sprawiedliwo??,36  Kalisz,brak, doktor,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydzia? Nauk Politycznych i Dziennikarstwa, Administracja europejska - magister (2005)",25-10-15,wy?sze,politolog,Jan Mosi?ski,0
02-02-62,Klub Parlamentarny Prawo i Sprawiedliwo??,24128,Prawo i Sprawiedliwo??,23  Rzeszów,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Pedagogiczny, Wydzia? Humanistyczny, Historia - magister (1988)",25-10-15,wy?sze,nauczyciel,Kazimierz Moskal,3
20-03-75,Klub Parlamentarny Prawo i Sprawiedliwo??,18776,Polskie Stronnictwo Ludowe,36  Kalisz,senator VIII kadencji,,"Instytut Biznesu W Kaliszu, Przygotowania i zarz?dzania projektami Unii Europejskiej (2003) - studia podyplomowe",25-10-15,wy?sze,ekonomista,And?elika Mo?d?anowska,0
20-07-64,Klub Parlamentarny Platforma Obywatelska,11901,Platforma Obywatelska,18  Siedlce,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Politechnika Warszawska, Wydzia? Elektryczny, Elektrotechnika - magister in?ynier (1990)",25-10-15,wy?sze,prawnik,Czes?aw Mroczek,3
09-12-53,Klub Parlamentarny Prawo i Sprawiedliwo??,5835,Prawo i Sprawiedliwo??,26  Gdynia,brak,,"Uniwersytet Gda?ski, Wydzia? Matematyczno-Fizyczny, Matematyka - magister (1977)",25-10-15,wy?sze,nauczyciel matematyki,Aleksander Mrówczy?ski,0
20-05-59,Klub Parlamentarny Platforma Obywatelska,8659,Platforma Obywatelska,2  Wa?brzych,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Akademia Ekonomiczna we Wroc?awiu, Wydzia? Zarz?dzania i Informatyki, Organizacja i zarz?dzanie - magister (1982)",25-10-15,wy?sze,ekonomista,Izabela Katarzyna Mrzyg?ocka,3
12-04-76,Klub Parlamentarny Platforma Obywatelska,43459,Platforma Obywatelska,6  Lublin,"pose? VI kadencji, pose? VII kadencji", doktor,"Uniwersytet Warszawski, Wydzia? Zarz?dzania, Zarz?dzanie przedsi?biorstwem - magister (2001)",25-10-15,wy?sze,nauczyciel akademicki,Joanna Mucha,2
04-02-71,Klub Parlamentarny Prawo i Sprawiedliwo??,36903,Prawo i Sprawiedliwo??,14  Nowy S?cz,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Jagiello?ski w Krakowie, Wydzia? Prawa, Prawo - magister (1995)",25-10-15,wy?sze,adwokat,Arkadiusz Mularczyk,3
10-07-61,Klub Parlamentarny Platforma Obywatelska,6259,Platforma Obywatelska,38  Pi?a,pose? VII kadencji, doktor habilitowany,"Akademia Ekonomiczna w Poznaniu, Wydzia? Ekonomiki Produkcji i Obrotu, Handel zagraniczny - magister (1987)",25-10-15,wy?sze,"ekonomista, nauczyciel akademicki",Killion Munyama,1
13-12-57,Klub Parlamentarny Prawo i Sprawiedliwo??,5758,Prawo i Sprawiedliwo??,2  Wa?brzych,brak,,"Politechnika Wroc?awska, Wydzia? Elektroniki, Cybernetyka - magister in?ynier (1981)",25-10-15,wy?sze,in?ynier elektronik,Wojciech Murdzek,0
01-02-84,Klub Parlamentarny Platforma Obywatelska,13400,Platforma Obywatelska,5  Toru?,brak,,"Uniwersytet im. Miko?aja Kopernika w Toruniu, Wydzia? Prawa i Administracji, Prawo - magister (2009)",25-10-15,wy?sze,radca prawny,Arkadiusz Myrcha,0
02-02-51,Klub Parlamentarny Prawo i Sprawiedliwo??,20408,Prawo i Sprawiedliwo??,14  Nowy S?cz,pose? VII kadencji, doktor,"Uniwersytet Warszawski, Wydzia? Chemii, Chemia - magister (1975)",25-10-15,wy?sze,biochemik,Piotr Naimski,1
19-03-64,Klub Parlamentarny Platforma Obywatelska,15875,Platforma Obywatelska,32  Sosnowiec,pose? VII kadencji,,"Akademia Ekonomiczna w Krakowie, Wydzia? Ekonomiki Produkcji, Ekonomika i organizacja handlu zagranicznego - magister (1989)",25-10-15,wy?sze,parlamentarzysta,Anna Nem?,1
30-04-68,Klub Parlamentarny Platforma Obywatelska,20514,Platforma Obywatelska,25  Gda?sk,"pose? VI kadencji, pose? VII kadencji",,"Wy?sza Szko?a Bankowa w Poznaniu, Wydzia? Bankowo?ci, Bankowo?? - licencjat (1998)",25-10-15,wy?sze,ekonomista,S?awomir Neumann,2
20-08-64,Klub Parlamentarny Platforma Obywatelska,7967,Platforma Obywatelska,12  Chrzanów,pose? VII kadencji,,"Uniwersytet Przyrodniczy we Wroc?awiu, Wydzia? Medycyny Weterynaryjnej, Weterynaria - lekarz weterynarii (1991)",25-10-15,wy?sze,lekarz weterynarii,Dorota Niedziela,1
25-10-69,Klub Parlamentarny Platforma Obywatelska,17741,Platforma Obywatelska,9  ?ód?,pose? VII kadencji,,"Uniwersytet ?ódzki, Wydzia? Ekonomiczno-Socjologiczny, Cybernetyka ekonomiczna i informatyka w zakresie przetwarzania danych rach. - magister (1993)",25-10-15,wy?sze,ekonomista,Ma?gorzata Niemczyk,1
04-02-44,Klub Poselski Polskiego Stronnictwa Ludowego - Unii Europejskich Demokratów,29304,Platforma Obywatelska,8  Zielona Góra,"pose? X kadencji, pose? I kadencji, pose? III kadencji, senator VI kadencji, pose? VI kadencji, pose? VII kadencji",profesor doktor habilitowany(2005),"Uniwersytet ?ódzki, Wydzia? Biologii i Nauk o Ziemi, Biologia - magister (1966)",25-10-15,wy?sze,parlamentarzysta,Stefan Niesio?owski,5
26-04-73,Klub Parlamentarny Platforma Obywatelska,20930,Platforma Obywatelska,41  Szczecin,"pose? V kadencji, pose? VI kadencji",,"Uniwersytet Szczeci?ski, Wydzia? Humanistyczny, Politologia - magister (1998)",25-10-15,wy?sze,politolog,S?awomir Nitras,2
22-12-56,Klub Parlamentarny Platforma Obywatelska,11820,Platforma Obywatelska,37  Konin,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Gda?ski, Wydzia? Humanistyczny, Filologia polska - magister (1979)",25-10-15,wy?sze,parlamentarzysta,Tomasz Piotr Nowak,3
23-09-53,Klub Parlamentarny Platforma Obywatelska,26927,Platforma Obywatelska,27  Bielsko-Bia?a,"senator VI kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet ?l?ski, Wydzia? Pedagogiczno-Artystyczny, Pedagogika - magister (1983)",25-10-15,wy?sze,przedsi?biorca,Miros?awa Nykiel,2
23-12-51,Klub Parlamentarny Platforma Obywatelska,21708,Platforma Obywatelska,9  ?ód?,brak,profesor doktor habilitowany(2002),"Uniwersytet ?ódzki, Wydzia? Prawa i Administracji, Prawo - magister (1973)",25-10-15,wy?sze,nauczyciel akademicki,W?odzimierz Nykiel,0
22-11-72,Klub Parlamentarny Platforma Obywatelska,16617,Platforma Obywatelska,41  Szczecin,senator VIII kadencji,,"Uniwersytet Szczeci?ski, Wydzia? Humanistyczny, Filologia germa?ska - magister (1997)",25-10-15,wy?sze,germanista,Norbert Obrycki,0
20-05-72,Klub Parlamentarny Platforma Obywatelska,13019,Platforma Obywatelska,33  Kielce,"pose? VI kadencji, pose? VII kadencji",,"Katolicki Uniwersytet Lubelski, Wydzia? Nauk Spo?ecznych, Socjologia - magister (1996)",25-10-15,wy?sze,pose? na Sejm RP,Marzena Ok?a-Drewnowicz,2
11-12-79,Klub Parlamentarny Platforma Obywatelska,14438,Platforma Obywatelska,4  Bydgoszcz,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydzia? Prawa i Administracji, Zarz?dzanie i marketing - magister (2003)",25-10-15,wy?sze,ekonomista,Pawe? Olszewski,3
16-06-81,Klub Parlamentarny Prawo i Sprawiedliwo??,8174,Prawo i Sprawiedliwo??,7  Che?m,brak,,"Uniwersytet im. M. Curie Sk?odowskiej w Lublinie, Wydzia? Psychologii i Pedagogiki, Pedagogika - magister (2008)",25-10-15,wy?sze,pedagog,Piotr Olszówka,0
25-12-55,Klub Parlamentarny Prawo i Sprawiedliwo??,4983,Prawo i Sprawiedliwo??,34  Elbl?g,"pose? IV kadencji, pose? V kadencji",,"Akademia Rolniczo-Techniczna w Olsztynie, Wydzia? Rolny, Rolnictwo - in?ynier (1982)",25-10-15,wy?sze,rolnik,Adam O?dakowski,2
24-09-76,Klub Parlamentarny Prawo i Sprawiedliwo??,14708,Prawo i Sprawiedliwo??,16  P?ock,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Warszawski, Wydzia? Dziennikarstwa i Nauk Politycznych, Nauki polityczne - magister (2003)",25-10-15,wy?sze,politolog,Marek Opio?a,3
17-11-80,Klub Parlamentarny Platforma Obywatelska,5749,Platforma Obywatelska,8  Zielona Góra,brak,,"Wy?sza Szko?a Handlu i Prawa w Warszawie, Wydzia? Prawa, Prawo - magister (2004)",25-10-15,wy?sze,radca prawny,Katarzyna Osos,0
04-01-61,Klub Parlamentarny Prawo i Sprawiedliwo??,9443,Prawo i Sprawiedliwo??,37  Konin,brak,,"Akademia Medyczna w Poznaniu, Wydzia? Lekarski - lekarz (1985)",25-10-15,wy?sze,lekarz medycyny,Krzysztof Ostrowski,0
28-08-58,Klub Parlamentarny Prawo i Sprawiedliwo??,10219,Prawo i Sprawiedliwo??,13  Kraków,"pose? VI kadencji, pose? VII kadencji",,"Akademia Górniczo-Hutnicza w Krakowie, Wydzia? Mechaniczny, Budowa maszyn - in?ynier (1988)",25-10-15,wy?sze,parlamentarzysta,Jacek Osuch,2
31-03-60,Klub Parlamentarny Prawo i Sprawiedliwo??,15049,Prawo i Sprawiedliwo??,14  Nowy S?cz,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Akademia Górniczo-Hutnicza w Krakowie, Wydzia? Geodezji In?ynieryjno-Gospodarczej, Geodezja in?ynieryjno-gospodarcza - magister in?ynier (1983)",25-10-15,wy?sze,parlamentarzysta,Anna Paluch,3
19-03-67,Klub Poselski Nowoczesna,7787,Nowoczesna Ryszarda Petru,35  Olsztyn,brak,,"Uniwersytet Warszawski, Wydzia? Prawa, Prawo - magister (1992)",25-10-15,wy?sze,radca prawny,Miros?aw Pampuch,0
13-02-77,Klub Parlamentarny Platforma Obywatelska,17376,Platforma Obywatelska,35  Olsztyn,pose? VII kadencji,,"Uniwersytet Warmi?sko-Mazurski, Wydzia? Humanistyczny, Stosunki mi?dzynarodowe - licencjat (2007)",25-10-15,wy?sze,pedagog,Pawe? Papke,1
26-12-86,Klub Poselski Kukiz'15,10408,Kukiz'15,38  Pi?a,brak,,"Szko?a G?ówna Handlowa w Warszawie, Metody ilo?ciowe w ekonomii i systemy informacyjne - magister (2013)",25-10-15,wy?sze,ekonomista,B?a?ej Parda,0
28-01-77,Klub Poselski Polskiego Stronnictwa Ludowego - Unii Europejskich Demokratów,6354,Polskie Stronnictwo Ludowe,35  Olsztyn,pose? VII kadencji,,"Uniwersytet Gda?ski, Wydzia? Prawa, Prawo - magister (2001)",25-10-15,wy?sze,prawnik,Urszula Pas?awska,1
10-04-79,Klub Poselski Polskiego Stronnictwa Ludowego - Unii Europejskich Demokratów,3345,Polskie Stronnictwo Ludowe,38  Pi?a,brak,,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydzia? Prawa i Administracji, Prawo - magister (2005)",25-10-15,wy?sze,prawnik,Krzysztof Paszyk,0
08-11-72,Klub Parlamentarny Prawo i Sprawiedliwo??,12540,Prawo i Sprawiedliwo??,23  Rzeszów,brak,,"Wy?sza Szko?a In?ynieryjno-Ekonomiczna, Wydzia? Ogrodnictwo, Kszta?towanie terenów zieleni - in?ynier (2011)",25-10-15,wy?sze,in?ynier ogrodnictwa,Jerzy Paul,0
14-04-52,Klub Parlamentarny Prawo i Sprawiedliwo??,18070,Prawo i Sprawiedliwo??,18  Siedlce,pose? VII kadencji, doktor habilitowany,"Uniwersytet Warszawski, Wydzia? Prawa i Administracji, Prawo - magister (1976)",25-10-15,wy?sze,nauczyciel akademicki,Krystyna Paw?owicz,1
22-09-43,Klub Parlamentarny Platforma Obywatelska,32552,Platforma Obywatelska,4  Bydgoszcz,senator VII kadencji, doktor,"Wojskowa Akademia Medyczna, Wydzia? Lekarski - lekarz (1967)",25-10-15,wy?sze,lekarz,Zbigniew Paw?owicz,0
06-07-72,Klub Poselski Nowoczesna,129088,Nowoczesna Ryszarda Petru,19  Warszawa,brak,,"Szko?a G?ówna Handlowa w Warszawie, Wydzia? Kolegium Mi?dzynarodowe Stosunki Gospodarcze i Polityczne, Stosunki mi?dzynarodowe - magister (1997)",25-10-15,wy?sze,ekonomista,Ryszard Petru,0
10-06-61,Klub Parlamentarny Platforma Obywatelska,11733,Platforma Obywatelska,27  Bielsko-Bia?a,pose? VII kadencji,,"Krakowska Szko?a Wy?sza, Wydzia? Prawa i Administracji, Administracja - magister (2006)",25-10-15,wy?sze,ekonomista,Ma?gorzata P?pek,1
01-01-60,Klub Parlamentarny Platforma Obywatelska,5959,Platforma Obywatelska,3  Wroc?aw,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Wroc?awski, Wydzia? Prawa i Administracji, Prawo - magister (1986)",25-10-15,wy?sze,radca prawny,S?awomir Jan Piechota,3
08-05-47,Klub Parlamentarny Platforma Obywatelska,11222,Platforma Obywatelska,31  Katowice,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet ?l?ski, Wydzia? Filologia Polska, Filologia polska - magister (1980)",25-10-15,wy?sze,nauczyciel,Danuta Pietraszewska,3
09-05-71,Klub Parlamentarny Prawo i Sprawiedliwo??,18907,Prawo i Sprawiedliwo??,27  Bielsko-Bia?a,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Jagiello?ski w Krakowie, Wydzia? Prawa i Administracji, Prawo - magister (2003)",25-10-15,wy?sze,parlamentarzysta,Stanis?aw Pi?ta,3
17-12-64,Klub Parlamentarny Prawo i Sprawiedliwo??,28378,Prawo i Sprawiedliwo??,24  Bia?ystok,pose? VII kadencji,,"Filia Uniwersytetu Warszawskiego w Bia?ymstoku, Wydzia? Humanistyczny, Historia - magister (1988)",25-10-15,wy?sze,pose? na Sejm RP,Dariusz Piontkowski,1
19-07-52,Klub Parlamentarny Prawo i Sprawiedliwo??,15747,Prawo i Sprawiedliwo??,22  Krosno,"senator VI kadencji, senator VII kadencji, pose? VII kadencji",,"Uniwersytet Jagiello?ski w Krakowie, Wydzia? Prawa i Administracji, Prawo - magister (1976)",25-10-15,wy?sze,prokurator,Stanis?aw Piotrowicz,1
05-02-55,Klub Parlamentarny Platforma Obywatelska,18678,Platforma Obywatelska,4  Bydgoszcz,"pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Akademia Teologii Katolickiej, Wydzia? Teologiczny, Historia - magister (1980)",25-10-15,wy?sze,historyk,Teresa Piotrowska,4
03-05-58,Klub Parlamentarny Platforma Obywatelska,11060,Platforma Obywatelska,26  Gdynia,"pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji", doktor,"Akademia Rolniczo-Techniczna w Olsztynie, Wydzia? Rolniczy, Ekonomia rolnictwa - magister in?ynier (1982)",25-10-15,wy?sze,in?ynier rolnik,Kazimierz Plocke,4
24-08-61,Klub Parlamentarny Prawo i Sprawiedliwo??,18429,Prawo i Sprawiedliwo??,31  Katowice,"pose? III kadencji, pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet ?l?ski, Wydzia? Prawa, Prawo - magister (1986)",25-10-15,wy?sze,prawnik,Jerzy Polaczek,5
19-11-63,Klub Parlamentarny Prawo i Sprawiedliwo??,3345,Prawo i Sprawiedliwo??,12  Chrzanów,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,Technikum Mechaniczne - technik (1984),25-10-15,?rednie zawodowe,technik mechanik,Marek Polak,3
20-01-61,Klub Parlamentarny Prawo i Sprawiedliwo??,16637,Prawo i Sprawiedliwo??,11  Sieradz,"pose? VI kadencji, pose? VII kadencji",,"Akademia Rolnicza w Poznaniu, Wydzia? Rolny, Mechanizacja rolnictwa - magister in?ynier (1985)",25-10-15,wy?sze,rolnik,Piotr Polak,2
08-01-80,Klub Parlamentarny Platforma Obywatelska,22196,Platforma Obywatelska,25  Gda?sk,"pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Gda?ski, Wydzia? Nauk Politycznych, Politologia - magister (2005)",25-10-15,wy?sze,politolog,Agnieszka Pomaska,2
17-08-66,Ko?o Poselskie Wolni i Solidarni,10777,Kukiz'15,8  Zielona Góra,brak,,"Wy?sza Szko?a Zawodowa w Gorzowie Wielkopolskim, Administracja Publiczna - licencjat (2004)",25-10-15,wy?sze,specjalista administracji publicznej,Jaros?aw Porwich,0
20-07-84,Klub Parlamentarny Prawo i Sprawiedliwo??,6690,Prawo i Sprawiedliwo??,38  Pi?a,brak,,"Wy?sza Szko?a Stosunków Mi?dzynarodowych i Amerykanistyki w Warszawie, Wydzia? Dyplomacja i Stosunki Mi?dzynarodowe, Politologia - licencjat (2013)",25-10-15,wy?sze,politolog,Marcin Porzucek,0
15-01-64,Klub Parlamentarny Platforma Obywatelska,18099,Platforma Obywatelska,34  Elbl?g,brak,,"Akademia Wychowania Fizycznego Gda?sk, Wydzia? Trenerski, Koszykówka - magister (1987)",25-10-15,wy?sze,nauczyciel,Jacek Protas,0
05-06-67,Klub Poselski Polskiego Stronnictwa Ludowego - Unii Europejskich Demokratów,29922,Platforma Obywatelska,3  Wroc?aw,pose? IV kadencji,,"Uniwersytet Wroc?awski, Wydzia? Filologiczny, Filologia Polska - magister (1994)",25-10-15,wy?sze,filolog polski,Jacek Protasiewicz,1
23-08-70,Klub Parlamentarny Prawo i Sprawiedliwo??,9382,Prawo i Sprawiedliwo??,9  ?ód?,brak,,"Uniwersytet ?ódzki, Wydzia? Prawa i Administracji, Prawo - magister (1994)",25-10-15,wy?sze,prawnik,Piotr Pszczó?kowski,0
13-07-82,Klub Parlamentarny Prawo i Sprawiedliwo??,12262,Prawo i Sprawiedliwo??,27  Bielsko-Bia?a,brak,,"Akademia Rolnicza w Krakowie, Wydzia? Hodowli i Biologii, Zootechnika - magister in?ynier (2006)",25-10-15,wy?sze,kierownik dzia?u marketingu,Grzegorz Puda,0
08-07-72,Klub Poselski Nowoczesna,16716,Nowoczesna Ryszarda Petru,8  Zielona Góra,brak, doktor,"Akademia Ekonomiczna w Poznaniu, Wydzia? Zarz?dzania, Mi?dzynarodowe Stosunki Gospodarcze i Polityczne - magister (1996)",25-10-15,wy?sze,przedsi?biorca,Pawe? Pud?owski,0
01-01-59,Klub Parlamentarny Prawo i Sprawiedliwo??,7326,Prawo i Sprawiedliwo??,29  Gliwice,pose? VII kadencji,,"Wy?sza Szko?a Stosunków Mi?dzynarodowych i Amerykanistyki w Warszawie, Wydzia? Politologia, Dyplomacja i Stosunki Mi?dzynarodowe - licencjat (2011)",25-10-15,wy?sze,parlamentarzysta,Piotr Pyzik,1
06-01-58,Klub Parlamentarny Platforma Obywatelska,12741,Platforma Obywatelska,10  Piotrków Trybunalski,"pose? III kadencji, pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Akademia Medyczna w ?odzi, Wydzia? Lekarski - lekarz (1982)",25-10-15,wy?sze,lekarz medycyny,El?bieta Radziszewska,5
22-06-55,Klub Parlamentarny Prawo i Sprawiedliwo??,22898,Prawo i Sprawiedliwo??,8  Zielona Góra,"senator VI kadencji, pose? VI kadencji, pose? VII kadencji",,"Akademia Wychowania Fizycznego, Wydzia? Wychowania Fizycznego, Nauczycielski - magister (1978)",25-10-15,wy?sze,parlamentarzystka,El?bieta Rafalska,2
09-07-70,Klub Parlamentarny Platforma Obywatelska,10485,Platforma Obywatelska,7  Che?m,"pose? VI kadencji, pose? VII kadencji",,"Wy?sza Szko?a In?ynierska w Radomiu, Wydzia? Mechaniczny, Eksploatacja Pojazdów i Maszyn - magister in?ynier (1994)",25-10-15,wy?sze,parlamentarzysta,Grzegorz Raniewicz,2
30-09-72,Klub Parlamentarny Platforma Obywatelska,24543,Platforma Obywatelska,13  Kraków,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Papieski im. Jana Paw?a II w Krakowie, Wydzia? Historii, Historia - magister (1998)",25-10-15,wy?sze,historyk,Ireneusz Ra?,3
02-09-50,Klub Poselski Kukiz'15,7740,Kukiz'15,40  Koszalin,brak,,Zasadnicza Szko?a Zawodowa przy Koszali?skiej Wytwórni Cz??ci Samochodowych (1968),25-10-15,zasadnicze zawodowe,emeryt,Stefan Romecki,0
24-04-86,Klub Poselski Nowoczesna,20126,Nowoczesna Ryszarda Petru,31  Katowice,brak,,"Uniwersytet ?l?ski, Wydzia? Nauk Spo?ecznych, Politologia, Dziennikarstwo i Komunikacja Spo?eczna - magister (2010)",25-10-15,wy?sze,politolog,Monika Rosa,0
25-05-50,Klub Parlamentarny Platforma Obywatelska,10115,Platforma Obywatelska,28  Cz?stochowa,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Wroc?awski, Wydzia? Filologiczny, Bibliotekoznawstwo - magister (1973)",25-10-15,wy?sze,bibliotekoznawca,Halina Rozpondek,3
24-01-53,Klub Poselski Nowoczesna,9508,Nowoczesna Ryszarda Petru,39  Pozna?,brak,,"Akademia Medyczna w Poznaniu, Wydzia? Lekarski - lekarz (1977)",25-10-15,wy?sze,lekarz medycyny,Marek Ruci?ski,0
11-09-66,Klub Parlamentarny Prawo i Sprawiedliwo??,16971,Prawo i Sprawiedliwo??,15  Tarnów,pose? VII kadencji,,"Akademia Ekonomiczna w Krakowie, Wydzia? Ekonomiki Obrotu, Ekonomika i Organizacja Obrotu i Us?ug - magister (1990)",25-10-15,wy?sze,ekonomista,Urszula Rusecka,1
06-05-59,Klub Parlamentarny Platforma Obywatelska,14537,Platforma Obywatelska,17  Radom,brak,,"Wy?sza Szko?a In?ynierska w Radomiu, Wydzia? Ekonomiczny, Ekonomia i Organizacja - magister (1989)",25-10-15,wy?sze,ekonomista,Leszek Ruszczyk,0
24-01-62,Klub Parlamentarny Platforma Obywatelska,10157,Platforma Obywatelska,10  Piotrków Trybunalski,"pose? VI kadencji, pose? VII kadencji",,"Uniwersytet ?ódzki, Wydzia? Ekonomiczno-Socjologiczny, Socjologia - magister (2008)",25-10-15,wy?sze,socjolog,Dorota Rutkowska,2
03-12-78,Klub Parlamentarny Platforma Obywatelska,27916,Platforma Obywatelska,38  Pi?a,"pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydzia? Politologia, Marketing Polityczny i Samorz?dowo?? - magister (2002)",25-10-15,wy?sze,parlamentarzysta,Jakub Rutnicki,3
04-10-57,Klub Parlamentarny Platforma Obywatelska,14562,Platforma Obywatelska,22  Krosno,"pose? VI kadencji, pose? VII kadencji",,"Akademia Wychowania Fizycznego w Krakowie, Wydzia? Wychowanie Fizyczne, Nauczycielski - magister (1984)",25-10-15,wy?sze,nauczyciel,Marek Rz?sa,2
05-09-92,Klub Poselski Kukiz'15,9229,Prawo i Sprawiedliwo??,11  Sieradz,brak,,Liceum Ogólnokszta?c?ce w Ozorkowie (2011),25-10-15,?rednie ogólne,samorz?dowiec,?ukasz Rzepecki,0
01-02-61,Klub Parlamentarny Prawo i Sprawiedliwo??,28356,Prawo i Sprawiedliwo??,22  Krosno,pose? VII kadencji, doktor,"Wy?sza Szko?a Pedagogiczna w Krakowie, Wydzia? Humanistyczny, Nauki Spo?eczne - magister (1985)",25-10-15,wy?sze,nauczyciel,Bogdan Rzo?ca,1
31-07-86,Klub Poselski Kukiz'15,11977,Kukiz'15,11  Sieradz,brak,,"Katolicki Uniwersytet Lubelski Jana Paw?a II, Wydzia? Prawa, Prawa Kanonicznego i Administracji, Prawo - magister (2010)",25-10-15,wy?sze,prawnik,Tomasz Rzymkowski,0
08-10-71,Klub Poselski Kukiz'15,10722,Kukiz'15,7  Che?m,brak, doktor,"Szko?a G?ówna Gospodarstwa Wiejskiego, Wydzia? Ekonomiczno-Rolniczy, Ekonomia - magister (1998)",25-10-15,wy?sze,przedsi?biorca,Jaros?aw Sachajko,0
05-03-54,Pose? niezrzeszony,15705,Kukiz'15,21  Opole,brak,,"Akademia Górniczo-Hutnicza, Wydzia? Organizacja i Zarz?dzanie Przemys?em - magister in?ynier (1979)",25-10-15,wy?sze,dziennikarz,Janusz Sanocki,0
06-11-69,Klub Parlamentarny Prawo i Sprawiedliwo??,43250,Prawo i Sprawiedliwo??,20  Warszawa,pose? VII kadencji,,"Uniwersytet Warszawski, Wydzia? Historyczny, Historia - magister (1998)",25-10-15,wy?sze,historyk,Jacek Sasin,1
08-04-58,Klub Poselski Polskiego Stronnictwa Ludowego - Unii Europejskich Demokratów,11892,Polskie Stronnictwo Ludowe,18  Siedlce,"pose? II kadencji, pose? III kadencji, pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji", doktor,"Wy?sza Szko?a Rolniczo-Pedagogiczna, Wydzia? Rolniczy, Rolnictwo - magister in?ynier (1983)",25-10-15,wy?sze,in?ynier rolnictwa,Marek Sawicki,6
18-02-63,Klub Parlamentarny Platforma Obywatelska,42376,Platforma Obywatelska,33  Kielce,"pose? III kadencji, pose? IV kadencji, pose? V kadencji, pose? VI kadencji, pose? VII kadencji",,"Uniwersytet Wroc?awski, Wydzia? Filozoficzno-Historyczny, Historia - magister (1990)",25-10-15,wy?sze,pose? na Sejm RP,Grzegorz Schetyna,5
08-02-72,Klub Poselski Nowoczesna,12655,Nowoczesna Ryszarda Petru,5  Toru?,brak,,"Uniwersytet Miko?aja Kopernika w Toruniu, Wydzia? Humanistyczny, Socjologia - magister (1997)",25-10-15,wy?sze,zawodowy dzia?acz organizacji pozarz?dowej,Joanna Scheuring-Wielgus,0
14-09-78,Klub Poselski Nowoczesna,35202,Nowoczesna Ryszarda Petru,39  Pozna?,brak,,"Uniwersytet Ekonomiczny w Poznaniu, Wydzia? Zarz?dzania, Handel Mi?dzynarodowy - magister (2002)",25-10-15,wy?sze,ekonomista,Joanna Schmidt,0
11-11-78,Klub Parlamentarny Prawo i Sprawiedliwo??,16134,Prawo i Sprawiedliwo??,22  Krosno,brak,,"Katolicki Uniwersytet Lubelski, Wydzia? Nauk Spo?ecznych, Socjologia - magister (2003)",25-10-15,wy?sze,socjolog,Anna Schmidt-Rodziewicz,0
14-02-61,Klub Parlamentarny Prawo i Sprawiedliwo??,15948,Prawo i Sprawiedliwo??,11  Sieradz,"pose? I kadencji, pose? III kadencji, pose? VII kadencji",,"Uniwersytet Kazimierza Wielkiego w Bydgoszczy, Wydzia? Humanistyczny, Filologia polska - magister (1986)",25-10-15,wy?sze,parlamentarzysta,Grzegorz Schreiber,3
